"time";"lambda_T";"B_Q1";"B_M";"B_Q3"
459;0,32;20,5282838217055;28,0282838217055;30,5282838217055
12;0,1;45,5356071600387;50,5356071600387;55,5356071600386
107;1,9;8,60845976942502;10;13,608459769425
145;0,76;9,20285609002994;19,2028560900299;29,2028560900299
157;0,24;28,4531995967648;33,4531995967648;40,9531995967648
183;0,52;23,3451351424816;28,3451351424816;38,3451351424817
190;0,14;24,7780946052282;29,7780946052282;34,7780946052282
253;1,26;6,23391761274934;11,2339176127493;16,2339176127493
275;0,44;17,0937792334235;19,1875584668469;24,1875584668469
418;2,86;19,164596338038;19,164596338038;24,164596338038
