"time";"lambda_T";"B"
374;7,48;6,97429283230203
378;7,56;2,4863156714353
410;8,2;5
131;2,62;7,76619150434249
156;3,12;0,0722127164311998
208;4,16;4,38959326726121
313;6,26;17,5734715052721
362;7,24;4,69596141812188
369;7,38;0,336170985377229
394;7,88;0,696117525334713
440;8,8;5,94798243909366
495;9,9;6,15660313333034
128;2,56;3,36617057145365
168;3,36;0,674268193561137
229;4,58;4,00513120127736
317;6,34;15,0837699567833
339;6,78;1,79602935299469
361;7,22;1,76142773554823
391;7,82;2,42613772936344
408;8,16;5,39417293009138
484;9,68;2,2743093671758
60;1,2;1,05746073112938
281;5,62;10,7438114863042
285;5,7;0,329431568709954
294;5,88;0,0426995682222583
298;5,96;0,654492212680321
357;7,14;3,29811766196628
374;7,48;0,232473955120763
418;8,36;4,37058258729631
462;9,24;2,60411652782077
17;0,34;1,69018868583085
135;2,7;11,9597512255974
177;3,54;3,11743444688956
191;3,82;0,759567586761187
203;4,06;3,90799878282992
214;4,28;0,703294708980728
407;8,14;16,5487554710029
435;8,7;1,97109464151141
450;9;0,375020358949549
40;0,8;1,38090652650676
73;1,46;2,30303200837935
106;2,12;1,14007457923019
158;3,16;3,8251730526927
206;4,12;3,88856814023625
303;6,06;17,9152739077159
339;6,78;2,27566117360616
345;6,9;0,889488035196372
425;8,5;12,6982393794885
17;0,34;2,27628169116061
37;0,74;0,086214779869806
147;2,94;22,0046801262398
206;4,12;5
232;4,64;1,30630583065176
339;6,78;18,3487342250319
387;7,74;2,18058662920975
431;8,62;1,82179892142381
486;9,72;6,59590696628252
135;2,7;12,253234163258
154;3,08;1,34046754551364
211;4,22;4,96297315080201
265;5,3;11,1806075796606
270;5,4;1,50267239121576
319;6,38;4,29667112505106
420;8,4;12,9036250854164
451;9,02;1,7518224768727
466;9,32;0,103051226617741
43;0,86;0,586096516862535
114;2,28;5,62588333083795
133;2,66;6,09041009958598
142;2,84;1,6541797067375
182;3,64;3,02342542488684
285;5,7;26,8070114133719
311;6,22;0,387654879049767
343;6,86;1,48168624604923
390;7,8;3,33262841987406
49;0,98;1,15780108033756
138;2,76;14,5678272687221
175;3,5;2,32888786397074
260;5,2;11,2884771900444
305;6,1;7,61547754383875
341;6,82;2,68608711483259
376;7,52;2,62954570360606
465;9,3;4,96371700778352
471;9,42;3,84808179326069
146;2,92;5,98515528507519
150;3;0,407627290716317
223;4,46;1,95118524172888
297;5,94;16,803957149875
354;7,08;0,785101665613316
357;7,14;1,64533031094223
369;7,38;3,22332282782605
403;8,06;5
481;9,62;2,24364782801585
13;0,26;2,63753204201218
51;1,02;1,38271268516855
93;1,86;6,63864563352888
112;2,24;6,89340896897535
136;2,72;3,27336815799838
198;3,96;6,93825898168707
409;8,18;21,4692138726227
436;8,72;1,06356785459241
453;9,06;0,62885567365567
193;3,86;34,2101804456029
201;4,02;0,979645304966391
212;4,24;0,380210230561501
259;5,18;4,21651206557824
294;5,88;12,5385441226747
328;6,56;1,840130057555
330;6,6;2,02672906772491
350;7;0,199965359191258
382;7,64;4,35058808737871
121;2,42;7,38825542817441
161;3,22;3,21817617198344
231;4,62;3,11466645501536
246;4,92;1,82979295450866
330;6,6;13,0073046849124
353;7,06;3,95549213852366
419;8,38;6,17783268714162
477;9,54;0,141576153349661
489;9,78;0,421501201011718
81;1,62;3,7913483104482
131;2,62;3,05751037649511
149;2,98;3,78974426071062
213;4,26;6,32530411145147
224;4,48;2,28208864544131
310;6,2;15,3988091379761
326;6,52;0,499255103779972
419;8,38;15,373225694766
427;8,54;0,0242270716829269
30;0,6;0,72647165583565
38;0,76;3,34907927009996
45;0,9;2,66159958420827
190;3,8;26,021966490717
208;4,16;3,14084878246847
274;5,48;7,39422903164786
387;7,74;7,19435145756464
466;9,32;5,59400393729776
484;9,68;2,525642956616
212;4,24;36,2046965780026
263;5,26;11,8643902685663
